screen_name,sentiment_label
patri_well,0
Michael90660358,1
patriziacerri,1
NikkiLeighxo,0
studentstrikes,0
djtorch07,1
Ivancol67,0
itsanelisia_,0
LaBree85,1
Citygerl,1
cimdog747,0
patlewis,1
J_Peraino,0
Redsfan5021,1
WafflesDxb,1
TinoVersus,1
SweetMichelle,1
PrettyxPistol88,0
BetheaAlex,1
ImCrazy4Knight,1
NinjaminRuns,0
nealadamsdotcom,1
andrearharvey,1
SynonymSpectra,0
aroozbeh,1
MaayanSchechter,1
DjokerNole,1
StoryPremiseBot,0
mericnsocialist,1
offbeatorbit,0
nathanaelolaess,1
frontdeskmonkey,0
kushabel420,0
BoxOfInsanity,0
Fiuk,0
annexationv2,0
chinamcclain,0
AbdullahERTRK8,0
billbaldwin06,1
DianaChantel,1
bianca_resa,1
jesmimi,0
CleClinicMD,1
maryhadalilamb,0
johnlegend,1
andrewhcurtis,1
stoax38,1
tiffkai1234,1
Britanniacomms,1
MonicaDieci,1
FastEddieNJ,1
jkreim,1
isnardobravo,0
lotstar,0
linbel,1
BurntCds,0
GCODE1804,0
imrankh24822201,1
AliSaffari26,1
CidadeRegional,0
djreinman,0
BATshea,0
bernardbolshak5,0
DelbonoRoberto,0
NeilDiamond,1
muhajir_faraz,1
neelvisen,1
EllaMayJohnson1,1
ed24555,1
TheRickyDavila,0
asosanele16,1
AlanHedley1,1
softpacino,0
BravissimoCity,0
AdriannaPypker,1
HeyJFong,1
SuprayanY,1
TRANSVIOLETBAND,1
RyanPaisey,0
CameoEhrreich,1
gianmarcomusica,0
Dominic86565591,1
Steveneez01,1
farid_azahar,1
blesslordy,1
VIKTORSAMSURI,1
100percentTHC,1
noah_hugunine,1
CoryMonteith,0
asvp_kev,0
HLS_backup,1
creamosdgm,1
sarahleann05,1
IndiaSpend,1
bajba84,1
DianaDado5,1
chiekograham861,1
peter_tl,0
strvp,1
DecisionDeskHQ,1
FelichaMoray,1
LoganCupstid,0
saleemenglish,1
boewghocnwerb51,1
HaleyBelle4990,1
MarlonTeixeira,1
victoriano56v99,1
SJMillinery,1
genriettaxoxlo2,1
cdsimcoecounty,1
DanaLW,1
MrMdotL,1
YTBurnBook,1
Ankit_Kapur11,1
giampaolosgura,1
Leafy154,1
TransferNews42,1
DivisionDeAriza,1
Fern__Vela,0
robertoagodinez,0
finelinesuit,0
jessicabrowwn,1
xoxo_giuly_,1
TreasureMeNow,0
hankypanty,0
imkristinemd,1
_AshSweet,1
AdithWorotikan,1
Twisted_Spieker,1
tiny_star_field,1
ivangacas,1
davidmoble,1
bobbie_sue_65,1
BeschlossDC,1
singindiva80,1
Bluefields13,1
HayesGrier,0
wayforward47,1
mhabfdwowzua191,1
FeelsRightDes,1
mspennycrumb,0
_cornbread904,1
pepystweet,1
LuisMVMartins,1
SPaRr0w92,1
MandyCNBC,1
eecummings_bot,0
Rich_Fulcher,0
DecryptingTrump,0
h_elshirazy,0
CocoLoSoooo,1
GloriaCoelho,1
chriscannonnn,0
Day_Titan,1
lonnieho22k23q,1
PatrickFabian,1
chrishemsworth,0
OfficialWillow,1
vorobevaaina87,1
NWDeleon0,1
ccDebo,1
FilmLie,1
CHANGlinTzu,1
Bashoraalruhaym,0
aurelienbaelde4,1
nonicara,0
Thevillagesw,1
HunterHayes,1
VaneMVega,1
Koke6,0
morgzhardison,1
sjrwwfc,1
cmiller1225,1
moletalk,1
carolinesimon66,0
SkyDigg4,1
jO9qW6Re0gTMsCg,0
Badger_Barefoot,0
Treasacifelli38,0
loveliestlinds,1
ImOnlyROBIN_,0
Trinityresource,1
DJ_Leivas,1
birgit_bruns,0
razimiy,1
PSchwarzenegger,1
RobstenTwiFan,1
al_amer1,1
urbanadmirer,0
MyHappiness1D1,0
_ajwhite3,1
Inter,0
92gAsuvbaugekYe,0
BJOGTweets,1
CiciJ_,1
CMHDocRob,0
brunogagliasso,1
rodrigoanjodano,0
ShitpostBot5000,0
brunoastuto,0
satonaoya,1
AftertheBell,1
Dsquared2,1
Kiko_Giestas,1
GuyHendry,1
BloodStoneOnyx,0
didierdrogba,0
oktyabrinkuzmi3,0
NNloading,1
robbiewilliams,1
chasser_michele,1
brainykid007,1
SethGreen,1
sjwgtuir2276,1
MsTerryMcMillan,0
eebbooni1,1
MikeTrout,0
Winkworth_WE,1
BeccaPL,0
foomaa,0
CaimCarmen,1
theangelajones,0
RealJamesWoods,0
samoc347_sam,1
tinypoemgen,0
Abbie_Eckert,1
AlexNSanDiego,0
langleav,1
X8rtC2OlkThavcg,0
GroovyDonutVan,1
wa7ng,0
the_karenhardy,1
AmyKNelson,0
aidabeans,1
jukebox_tweet,1
armadilov,1
acrosssover,0
thebrittneyw,0
rumeysavrils,1
YoungNFresh718,1
Iyzeekiil_DA,0
katiebowen97,1
janjasumah,1
LilDoll7175,0
anise0304,1
grantheftautho,1
Torrie11,1
daayh12345,1
AliceHun,1
SSAUTOCHROME,0
jannagerber,1
hollis2617,1
tylertitus2,1
JCPJobsPlusMore,0
LanreOparinde,1
KaguyamuubiJack,1
iamnagarjuna,1
wva_hillbilly,1
DeMar_DeRozan,1
Arm_369,1
310_Justin,0
JM1249,1
Exportcar,1
SamiiRyan,1
CharleyDumas,1
junioralenk,1
BRIANMBENDIS,1
J_Ennis,1
poppunkmads,1
OfficialVieira,1
MajuMantilla,0
florencemachine,1
virginiecapric,1
letyy,0
lucasburke13,0
ElanaComic,0
xmszzbpwting231,1
TetrissTessieee,1
nicostuff,0
StuffiEnjoy,0
Kazzzy56,1
dbughaha,0
David314159265,0
RudyGay,1
cinwick,0
ClaytonGByrd,1
vvildout,1
trisnamariana,1
staryang2014,1
KaydenBoche,1
supachinks_,0
ilovecupcake44,1
souza_bob,1
WAlvarez_R,1
RonRatto,1
CHLOEJASMINEW,1
BryanCranston,1
LaffingStock,1
Cmiina,1
ZipBusinessAU,1
atilakrauss,1
mihirksh,1
GermanLoero,0
secesecs,1
hesurprenant,0
tweetperson3,1
D_Nielsen64,1
Matt_Trogdon,1
ListenUPYOU,1
JesuPrez,1
jmpiwtorak,0
thejaytreezy,1
CastanedEdith,0
Daniel4279,1
JustVeeLala,1
RISecState,1
torikelly,0
MirzaSania,1
meemalee,1
KJmelvillesmith,0
ATC2013,1
HansonMAGOP,0
Colourjams,0
Chenburi6918,1
Hendy42,0
LoraleeWendell,1
Paraiso54,0
sheridynfisher,1
__Thoughtless_,1
555Boyce,1
Austin_Schencks,1
pl_Dro,1
ItsSavag3,0
babygirl122196,1
el_wetboi,1
leahmariepipes,1
busyness,0
KABBFOX29,1
JuanMagan,1
MiladAlucozai,1
SalehAlshehi,1
zhuuxelmjvwjov1,1
katemidden,1
1_Muslera_25,1
ptquelet,1
JasonDufner,1
LessThanLanzer,1
st3xphany,1
AnitaCaspar1,0
bulent_ortacgil,1
allenddoski,0
dries_mertens14,1
BMGbuddamack,0
RorySchuler,0
AdrianGrant,1
BubSalas44,1
antolancy1,1
KentMoran,1
buzzsails,0
BarbaraDuke,0
bluebeachblonde,1
ryanbang,1
FHSZ2m7V4sMqFzt,1
spaceman_simon,1
kidinfiniteOW,1
MMilisivana,1
alexanderhall,1
AnilObula,1
yqJVmYCX9ubvNXA,0
Trump_OR_Fact,0
JessicaCAustin,1
jiangpeng406,1
JenvaLeung,1
HTTR2782,0
josettebruno801,1
am0reno1,1
skaalrud82,1
mookieam,0
AdaKirschner,1
IGFUCKLEE,1
vsvpkarly,1
CelesteAndrad13,1
zaynmalik,1
FartFromAmerika,0
Major_QAQ,1
ruler_ofcrombie,1
saikipika,1
sixftlori,1
ToddBird13,0
dotZ222,1
cynicalove72,1
smelyblanky,1
skvawdlzkpue201,1
SamNasri19,1
immel_amanda,0
Stockdog101,1
Wiyloh_London,0
Daniarmstrong88,0
UntitledNaz,1
4everBrandy,1
BrunaMarini5,0
kngsport,1
jerome_malinda,0
BernardRadar,0
aliarobinson197,0
mimori_suzuko,0
SMuresan,1
keithagould2221,1
annissabl74m85o,0
more_matters,1
donaldglover,1
larrymarco811,1
darkangel78,1
Casperenush,0
MonaLisaGlam,1
imlirpa_april26,1
MarcoBiotech,0
WesleyHerrera8,1
jdagg19,0
webernut,1
JohnAOchoa,0
peacefulwrrior,1
BallentyneApps,1
iamAndalioLoisa,1
InfoWvi,1
TSA,0
FORTROVE,1
ingo2010,0
abyy_rivas,1
lilussyvert,1
Morales_Fanny,1
kgoos2,0
STiSG5,0
anghunt26,1
simonocampo,1
AdibHidayat,1
AdjectiveInCity,0
STLTerpMB,1
trevimoran,1
LyJonaitis,0
cookkbrennan,1
ScottHaze,1
Westcory,1
foreverflawlyss,1
miyagi_mai,1
Marivolainalto,1
arch_MunicoT,0
renampme,0
sunflowersdrew,1
martinbossi,1
leonlemaster,1
aceNoypi,1
CEVolleyball,1
JoeHennig,1
bot_de_colores,1
lorenzo99,0
jennaaae,1
valerriiiaa,1
sam__says_,0
Carolfritzens2,0
Plaatje_Amber,1
emojiatlas,1
telegramdotcom,1
felica_wahl,1
Anr_s92,1
danielfrasco,1
AdamCourtney123,0
_MaiTV,0
dijkshoorn,0
fitzyMFNcent,1
LupiitaMedina,1
Mgk8BallBot,0
Kmi_llinha,1
TorriCharissa,1
stanislavwbwa,1
EdDzeko,1
LuisEnrique,1
dbc_eddy,1
richissmashed,1
eduard0mendes,0
cjccstomjewels,0
RyanVoMusic,1
hjk8488,1
thesushmitasen,1
jason_mraz,0
myrondaboxer,1
markb46,0
dami_carrara,1
RedsoxVenom,1
_Estetavares,0
sabrina150781,1
kdvine1,1
Crynep,1
Heyits_Graeson,1
JediFett,0
curlydevv,1
olepapi,1
psb_dc,0
PueVyNovi,0
jdpecqueur,1
jmenini,1
LornaEvo,1
RVExti,0
stumpyloc,1
eileen62searcy,1
_WaywardUnicorn,1
ijzMtlIrl3c826L,0
rodsbargains,1
msnika07,1
Sistercon_,1
MazMHussain,0
RHaryantoracing,0
azableh,0
DENISE_RICHARDS,1
riah23,1
FireflyLynd,1
dfwwcpnvpv2277,1
SH__interiors,1
ross13581,1
LakshmiManchu,0
ChrisBatz,0
schmuckbot,0
Cuadrado,1
Butterfly_Sonja,1
vaidila,1
Livimbxox,0
rich_succ,1
ItsPrachiDesai,0
EyeOfJackieChan,1
gilbertlozano90,0
fredypasghetti,0
nicole_klein17,1
IngleseMartina,1
ThroughVEyes,1
BrettLee_58,0
carrieffisher,0
ImahSillyGirl,0
TheFarahKhan,1
IssaRae,1
KristenLoversxx,1
okbabynames,0
saintaqely,0
Arielle_H10,0
jxxnnmx,0
feyzullahdogru,1
SenatorBenson,0
GabriielVini,1
korollair,0
24Jaredbish,1
stvnmtchll,1
dayhuff_lenora,0
keitrader,0
victordrija,0
Sabrinacheek09,1
zgwjtzkotqwqt41,1
Amazon_Austin,1
_BookBH,1
druidDUDE,0
elizadushku,0
BrittHow,1
A___sakush07,1
gabrielfms93,1
daniellachavezc,1
serecamara,1
natalie_mu,0
FrauPaulWest,1
toasu89,0
RSanchoHuerga,1
baskomsernevzat,1
el___w,1
stahiikorolev87,1
TheJoshuaLand,1
AdamRippon,0
carmelamccarthy,1
babynoiloan1102,1
JuddApatow,1
mianbilalrasool,1
deleteed1__,1
MalibuInvest,0
AledMorgan38,1
Gaiapatra,1
ophelielo99y26p,1
Dreamer9606,0
JLW_Official,1
Netminder97,0
SteveMartinToGo,0
J_SWIZZ_25,1
itsjodyhoe,1
PhilN4u,1
GolanMay,1
mulki_algani,1
lupithapw,1
comunioES,0
camiladiaz181,1
marssssss__,1
madingbaum,0
LMCatalano,1
one_dayata_time,0
Amroberts22,1
Aslanews,0
JLo,0
andreaetorres,0
JMIAH1018,0
JSCaldwell2,1
Jushin,1
BastionFenrir,0
CynnaLynn143,1
13mattsmith,1
andreaaasz,1
priscilapiress,0
DrewKristen4UNI,1
EmilyAndMeritt,0
l0vecarolyna_,1
jcristiansegui,1
MeToBeijing,1
panimalar13,1
Harian_Jogja,0
banditelli,1
0oRahafo0,1
cynsinnyc,1
erikpmayes,1
PlayWell_TEK,1
Giselinaevie,1
TalOfficial,1
Juls713,0
sbmassmonster,1
edgarponce1985,1
DabbQueenn,0
ponchohd,0
iAmKelsey91,1
rarimani,0
aakadiroglu,1
Isleen72,0
LindseykMcCoy,1
ResistResist22,0
ShondraDiamond,1
test_zero,1
dibiase1982,0
marcela_elisa,0
zheadioquino06,1
sd51903309,1
SCMP_Sport,1
noah1981us,1
yaniedee,1
supersaenz,1
ifrasescortas,0
DailyMailUK,1
emalkin71geno,0
faceliftreviews,1
toepryii1423,1
LeeGodby,1
kksjjdjn,1
LewyWilcox,1
cas_uall,0
LizOldbrit,0
AdamariLopez,1
TahirulQadriUR,1
w8023y,1
gkjnzxykaarvx11,1
KurtFresa,1
ToniKroos,1
kristenstew1fan,1
burkesports,1
Kaylaborden806E,1
KingBeasla,1
IAmTalkingTeddy,1
DreamzInfra,1
PedsGeekMD,0
HeHoHasMommy99,1
lostmaga,1
southrngrl01,1
aureliasaid,1
APCUKingdom,1
BruMarquezine,1
ClaytonFrank1k,1
purijagan,1
WarrenDavidson,0
nesterisakov2,0
LeeannaLion,0
wheeler_vanda,0
Naomapage997_Ra,0
carolinesuxxx,0
eugtobaloficial,0
Angellouboo,1
PeakOrthoPT,1
CaseyAdamsStark,1
Edelman11,0
SirPareshRawal,1
soccerGuru6,1
rcavalli,1
FFOEFF,1
GreenpeaceNZ,1
sparrowhawk36,1
Shanileigh,1
GeorghyZhukov,1
_SheAintMex33,0
cosknbekr2,0
shelbssunshine,0
SEMSLibraryLady,1
hopebarton2014,1
aKookie,1
rubysue1963,0
GLaraLopez,1
julison8,1
moricz_mark,1
USPSASanchez,1
smallinsaneone,0
cuishaozhuang,1
amaandaa_T,1
2jase,0
IancarloMc,1
BBQsister,1
rxsanity,1
tomasznicholas,1
ShadowKingVenix,1
HESS_LIFE,0
philtrueblue,0
AnneSallee,1
mySFhood,0
Brodiesmith21,0
marclamonthill,1
MehmetGmsz,1
Luke21111987,1
SamanthaDunn,1
eatpastry,1
PODEMOS,0
Rolexy7,1
CCC_Megz,1
vcruz1003,0
TopKnotchTrades,0
jmaleckinyc,1
WitneyCarson,1
14ngRxNWEr1T8gP,0
pompeosmile,1
jhowcn,0
krylovalionell2,1
therealCoast3,1
panchosagredo,1
jack_sommers,0
SFRJ7,1
little_casin0,0
crispytwinkle,1
0cNAmS2t0jncEjp,0
jenpassetti,1
2246045445Hhh,1
JPLPS,0
Francesco_858,0
Frankllopez3,1
triple6OG_,0
76lauraLaura,1
garettnelson,1
Cri1DBenjieFede,1
peaceofclay890,0
souandremachado,1
KenpachiSyndrom,1
MomofFantastic4,1
MencyRivera,1
Mirai_Shinobi,0
ECryptocoin,1
ChaseRiceMusic,0
NixieBot,0
Korina_R,1
HITS973,1
CoachButchJones,1
EditorSusanMcD,0
JailCorruptBank,1
three_shape_bot,1
o_ozoux,1
brunhildeco63t9,1
ladysmith105,0
TFixx,1
everyherd_bot,1
opkcliypojivz21,1
bhyn152,1
onoderayuichi,1
BelfastLive,1
gonzobreakout,0
gulyaevleon97,1
travis_from_ks,0
RayssaMychelle,1
LindsayReagan1,1
DawnPattie,1
PhilipKrugel,1
belov_otton,0
GusMenFox,0
SalMarra927,1
estrellaemily2,1
Montezaga,0
TonyYazbeck,1
ShoshannaEvers,1
BhartenduRoy,1
CarreraMOB,1
The_V0LUM3,0
EeHmuozzzz,0
SheeelaO,1
YaelChavez1,1
nyt_diff,0
knyazeva_yunna,1
Shamma_Hamdan,1
ReeseW,1
EricMaclin,1
cjdani27,0
rrrramonaaa,0
HuntingRoses13,0
nme421,0
MesutOzil1088,1
EvilEmperorJerg,1
James44JB,0
Preetaus22,1
CampScottie,1
danesgirl1,1
borsagundem,0
JoGonx,0
WCMurfreesboro,1
YoncaEvcimik,0
brojobs,1
big_ben_clock,1
Erick__Cedillo,0
10baigaeshida,1
costareports,1
yuyu_kb,1
JustTina_13,1
rampalarjun,1
inRecruitJobs,0
payalsinghal,1
NargisFakhri,1
jasonkalanib,1
sebulia1,0
FaZeCozzi,0
marica_skehan,0
Hiz_Ramadhan,0
seopinkvelvet,1
movparabolico,0
brandonsbuzz,0
DeBortoliF,1
seantrego77,0
cwjnxfpxpgka221,1
tanjaplayner,1
cokiramirez,0
jackie_419,1
ashleesimpson,1
ckblackm,0
Crosbyc14,1
FauveHautot,1
c_hain18,1
thisplace87,0
Deadly_Mirandaa,0
iamthemaven,1
harbhajan_singh,1
EmiliaVS1,1
biancamanalo,1
_dontbeajerk,0
DMull85,1
palOmitha_lala,1
monetdjeredjia1,0
cricketaakash,0
ricardoseco,1
maaritzamiranda,1
riffyroo,1
shuningYUAN,1
aishahhasnie,1
Aiekillu,1
Scharlesquinn,0
cawnporiya,0
sebriones97,0
CarnesDelia,1
tima_120,0
aikopink517,1
baregoods,1
TANYELIyle,0
Zhanq_Qian,1
pantherxp,1
LeeandLie,1
JABBAWOCKEEZ,1
littlelady45,1
torontojj,0
thomyorke,1
xocernaisabel,1
ImagesDArtBot,0
lady_ransom,0
Hijabicait,0
princesszhao,1
globalnation,1
Suddyen,1
velamint,0
blerdwords,0
DougCoupland,1
waqyounis99,1
spelasphotos,1
_ifellinlove1D_,1
lenadunham,0
LaVidaLopa,1
TheGautamGulati,1
gao5641410791,1
robynhayle,1
abcnews,1
PatrickWhelto1n,1
phganso,1
StorylineLLC,1
bnubelmaceliker,1
MichaelAllemann,1
RobertKirkman,0
MTobiaski,1
louxtomlinslayy,0
lampsonfung,1
OmDennis,1
ericwobser,1
cerati,1
bananinhadany,0
oimeunomehbruna,1
fantinofantino,1
xgbjstzurz1234,1
AudraStaffordTV,0
joeyconeill,1
chubbysurf,1
ravishndtv,1
Lefstop,1
needsref,0
sonia_bolduc,1
mauritscorneIis,0
DisasterMovief,0
kidd_swaqq_slp,0
jomyersrealtor,1
taketakeyakiimo,1
wgxjyzxswqah261,1
Jacki129,1
mredr12,1
tinashakour,1
beautifulnoname,0
areubitchesdead,0
kausaruli,0
IrinaShatalova,1
World_Toptweets,1
PirateColette,0
Resilie46234164,1
PixieLott,0
d_ancing,1
Joe67343610,1
AjamAzharll,0
muratah27469096,1
blacq2,1
mario_loreto,1
Emrah021,0
aal1008,1
skeetsofrage,0
blue_robin17,0
RealSaavedra,0
ricky_martin,0
DoSomethingBot,0
giovanareggiani,1
aninisis,0
debb_morris,0
RD8_9,1
BlnaryMlke,0
hueyj28,1
EndrinaT,0
OphirGottlieb,1
NYPLEmoji,0
TheKellyLlama,0
elLuckyLuciano,0
Polly_Level,1
ethanroque_,0
katatzyna,1
zheeshie,0
chaoticmaya__,0
carissarosario,0
charlie_haji,1
SegFalabella_co,1
annie_aumend,0
SAfridiOfficial,1
Amargeaux_Rai,0
wrathchiild,1
DomusWeb,1
Lhleo8,0
MancOrchSays,0
NatbyNature,0
radleybalko,1
nalla14,1
RealJayneDoh,0
YahooFinance,0
NatashaY94,1
alejandrox956,1
ser_enigma,0
iiDoLLii,1
CyberkillerNa,1
whiteboyswagsk1,1
rolox_z,1
relative_way,0
rhapsodoes,0
v1472581,1
aa_kaka,1
info_bomber,1
theotherAP,1
MaryTignorTV,1
DeleforterieP,0
Anggun_Cipta,0
RKlimoff,1
OddlyLost,1
BUZHUANGBI,1
cararosss,1
LoMassi,0
NathMelamed,1
laurareavis4,1
TonoToms,1
Todd12443Lewis,0
anikanova13,1
OhMyTroll,0
jryikgjabpsr154,1
KuroseRat,0
SimpleEdibles,1
hoodstarent215,1
Valter_Santos16,0
nwebb020,0
Scoopjet,0
12News,0
AlwatanSA,1
DeezF1620,0
alpiedeldeporte,0
kenosharock,1
D_McKibben,1
henrywinter,1
TUCKER_BEY,1
thisiscro,1
Vincy_Royality,1
CamilaPotros,0
scoutwebster1,1
amna_research,1
gallinari8888,0
raisa4300,1
Gael_Monfils,1
Eduardoan,0
McGuire15Caden,0
y315643613,1
stefantmartinez,0
MartyKiar,0
jenae_dds,1
banuguven,0
falotico_kristy,0
VerhoevensTweet,0
goldkorn,0
vp_offl,1
BiggDaddyDamian,0
PatyCantu,0
amoleiro,1
samgeall,1
vanna1256,1
DFW1016,1
DENISA_NH14,1
kiddieridesbk,1
mazurd99,0
shshockedNoMore,0
bolatngv,0
gabrielzinovev4,0
Cappellaio87,1
KFILE,0
kick1972,1
anaflaviadiass,1
mikeluvv,1
ryfekibaseka,0
PurpleDiscoM,1
kelsiebrake,1
kikucqua2,1
EveTorresGracie,0
umm_ruqia,0
Jessicapham104,1
imaichi_mk_0327,1
AlBawabaNews,1
ejocam,0
Tellechea19,1
WeHo_1985,0
jdoe198831,1
cj_wentz,0
iamcamilaalves,1
sroger1979,1
MerpADerp2000,0
SawaSadah,1
BayCountyFLDems,1
CoachHobson,1
IanWorthington,0
DiseurDeVerit,1
naureeninnyc,0
ChelseaLove0227,0
dydrmLinda,1
Nazaire73,1
hueman0,1
Mommysteph70,0
mtoddcohen,0
kristyejohnson,0
angiehristova,1
CarolynSwords,1
nicolehruiz,1
bhallgeorge,1
seruhndipity90,0
_tyoung,1
diehard_1988,1
a_intricatemind,0
ArtOfBadApple,1
Karim12Amio,1
zantefamily17,1
ClydeButcher,1
LeemZilla,1
ns_mia,1
Eagles,1
zdsjason,1
keensdream,1
MissDLloyd,1
cinthiacruz,0
djkhaled,0
anto_v25,1
mchalmers15,1
fabiolalafolle,1
ninagawamika,0
brianrayguitar,1
zainsofake,0
AllieSam4,0
mtmiahuf952,1
aaburrito,1
lygjt,1
realmeaney,0
RussellGMorton2,1
field2301,1
MrBlank,0
jasleen_EGR,1
weblkpmvwvr2048,1
jessbeforedawn,0
afeyy_russt,1
jaslyn_world,0
haydararslan_06,0
HammerKami,0
MatchQchacha,1
tynaltherapper,0
petersterne,0
lutralutra79,1
JustinSanderson,0
fernsucks,0
marisaorth,1
reimagine_se,0
haisara5,1
gh158,1
TheReplacement_,1
MadEvilTacos,1
tamaragitt,0
mzberlinonline,1
AmberRonowicz,1
keana_lemott,1
jeshuf,0
AshleyHay10,1
2ksue1egail,1
td__m,0
AnaAolivero,1
Jmoose87,0
GeorgesMonfils,1
IOmbra,0
deltron_f,0
allesandercm,1
swinning_,1
Lindsay4Iowa,0
DestineyTyler,1
LoveAQuinto,0
LoveAnnie_,1
guo420,1
xileenie,0
Bottino__,1
QuoteGirltruth,0
ben_brasch,1
SaraDGarland,1
8train,0
ShahidRonaldo,1
ThaneKoi,0
Martinez_skt,0
blackbullrt,0
Dreeida_80,0
caroladuarte,1
amandarambulo,1
cheyeanna_rose,1
talbottzink,1
tylerhoechlin,1
MuseumGenerator,1
MissMandyHale,1
SucreKamar,1
jord0163,1
lmathis428,1
B_ads1,1
yourwindowbot,0
belieber_ak_,1
RestroomGender,0
gbuhnici,1
efpmppfqpzbn231,1
creativedisc,1
Selling513,0
diveny_shandi,1
sunnyshines103,1
Jill_Be,1
stpaulscary,1
CynthiaBailey10,0
SpacekruDefense,0
domingozapata,1
raidensmith1,1
kiwidust,0
brunoleite00,0
TheCUTCH22,0
michellevisage,0
MyNaijaFamily,1
prettyy_jawnn,0
kenichiromogi,0
orekyuu,0
ErikWahl,1
Steveaux,1
Chapomontes10,0
5sostextmemaybe,1
MrKhalidS,0
ericdu625,1
Spencetology,1
VLk9bes7JZNB4N6,1
SelenaaGomezBg,1
hE8UPKfMgssiFns,0
merc80sHAZE,1
BiancaWiseOwl,1
steven_ennes,1
BrainLightning,1
saori_skow,1
CaballeroAriana,1
iomssnfroel2042,1
Mrs_C_Beadles,1
Jcolebarrett,1
moamerasumitro,1
vulkanogrupo,1
RochaiLuvzyou,1
nanettelepore,1
EmmanouelaSmf,1
Bede__Cali714,1
MissyXMartinez,1
Arab_NUEST,1
valenciaHARPIES,0
AyiaNapa2020,1
nolfrom_ALX,0
TheWillManuel,1
Misstish1284,1
LauraMiers,0
GUTY14HAZ,1
spicyelizabethh,1
franconicolas37,1
DPWerks,0
kaurharmanpreet,0
ITSJEREMYSCOTT,1
okamotoorimono,1
akindinmaksimo2,0
cleopatrapedro3,0
biax762,1
SnufferChris82,1
actualsprout,1
Allyson_Fighter,1
maperezpirela,0
lxd406,1
BYoungFountain,1
12remco,1
Hanungbramantyo,1
biafff3,0
KairiMizuki,1
David2Stevenson,0
Dorados,0
savannahbrcwn,0
indi_wd,1
getitdess,1
13_Pinto,1
1N50MNIAC,1
Cronosplays,0
_urFate,1
hardingegeorgia,1
yuyang710,0
HeyTammyBruce,1
Chris_Meloni,0
SmithRebekaheva,1
Kuh_jersten,0
raochuchu0828,1
MustafiOfficial,1
chaudryhassi161,1
LAGurwitch,0
Properly_Aaron,1
tinysightings,0
H1avinka,0
OhBarNichols,0
SuzieDerbyshire,0
Kayla_Aranda,1
drcesarlozano,1
backrowslackers,0
BREEZIE_1303,1
windycity_sarah,0
yFervazquez,1
Lil5000,1
amirul5443,1
hollycami,1
JAMNYC94,1
algp8150,1
ochocinco,0
JaeJYJJJ,1
fatimaza13,1
botifyouagree,0
juju7596,1
BarkBistro,0
mdlpeduqmgyenl1,1
stevencmays,1
arabqoute,1
APMinerato,0
ALIBABAGCFR,0
sewellchan,0
MClarke23,1
ExpeditionClube,1
tessa_daw,1
epifanijaksyon2,1
aliorgun1,0
MarocCruz,1
ricciodrr,1
jackcook25851,0
TFS_Red,1
BrianDEvans,1
fallon22280743,1
JackSantoro12,0
C1audioBravo,0
nsawcgvsncso171,1
AK_ODi,0
lovezimao,0
jczamora,1
_8gigabyte_,1
angel_dust79,1
MajidKhan078,1
AARP,1
dawnlopresti,0
PeachesDecarlo,0
ZenTrends,0
dustyj87,0
cononeilluk,0
DiazUpNorth,1
kctgzqumtkegij1,0
BlaqueeStallion,1
lshxlshx,1
scrappydoosucks,1
gdg1981,1
Z_ia_y_d,1
kamiru_kami,1
KIIMLye4YN6j5Az,1
aliithea,1
limar1964,1
WDSPRMaven,1
Pignataro_C,0
t_kulish,1
KeeganAllen,1
martinfowler,1
KrisFleck54,1
gabija117,1
d_furfari,1
Esther_Laurita,1
Hula_Tiger,1
lovejaypop,1
fofwaleed,1
Hammer_Malenama,1
Mega_Janemden15,0
fuckingindio,1
doseofdiana_,0
TeamVic,1
ellensbowen,0
RidgeHickman,1
iSumanth,0
sensesnse,1
margarettaba45v,1
salmathabest,1
XavierXLTTate,1
paulagrina,0
zhou_myparis,1
MonkeeCharms19,1
sjah_RI,0
njiphnrmmvgryb1,0
Victor_Flores8,1
brucealrightyy,1
Sandy_aline,1
OliviaDeGennaro,0
CarlyAthey,1
the_rajiv,1
Zetabreak,0
InterfaceEric,0
braendrix,1
Quaybangas,1
AndriyMarusyk,1
ColorsTV,1
qunnaevjrwku930,0
YvanLemay,1
MusicalygIFTED,1
stuffnetworks,0
do_i_noya,1
davifolter,1
JJHarih,1
kawaiicintiq,1
ASA_shutterbug,1
schoef_1,1
treenadee2079,0
uretim_hatasi,0
Dhomal,0
esthersimon778,1
mikethemiz,1
Ironneili,1
paulmasonnews,1
shinziNET,1
Meliree,1
PharmGirlNJ,1
thisboyaintrite,0
sarahdunavant,1
shadowjeer,1
calles_perii,1
PakBondan,1
MeleaShealy,0
Alexma222,1
jgdltlhyti2633,0
AdyhssoOn,1
nicmanz15,1
bravestface37,0
leslie_gonzalez,0
Twankuyper,1
iekiek1984,0
_SimpleyShe,0
bonoboi,1
levinhoff,0
brett1223,1
its_abshir,0
cocomontrese,0
ofVerona,1
GinaDebogovich,1
aliciama118,1
AngelaTague,0
shawneda,1
joshskinner,0
HRim90,1
Eat_Mhy_Beauty,0
kdartigues,0
MarchofDimes,1
ofcamilla,0
chedj45,0
inamjamil,1
PennyBeijing,1
boomerandbabies,1
jakeyeverson,0
psmsc52,1
MarcialBere,1
pzmouknradhpdg1,1
